,FMID,start,end,zip
2370,1001429,2016-06-07,2016-10-11,83544
2371,1008199,2016-06-10,2016-09-02,98360
2372,1005241,2013-05-04,2013-10-26,65047
2373,1000676,2013-06-07,2013-10-18,54020
2374,1011843,2016-11-05,2017-04-29,54901
2375,1010506,2014-05-01,2014-12-01,49931
2376,1010959,2016-01-01,2016-12-31,10562
2377,1011716,2015-09-01,2016-04-30,73107
2378,1011857,2016-06-05,2016-09-25,60543
2379,1009056,2014-05-01,2014-09-30,49078
2380,1008927,2014-04-05,2014-11-29,30269
2381,1003377,2015-06-06,2015-09-26,20772
2382,1005318,2015-06-01,2015-11-01,19131
2383,1001272,2014-05-10,2014-10-25,63114
2384,1005133,2016-04-09,2016-12-03,66204
2385,1011684,2015-09-03,2015-10-29,38112
2386,1011541,2015-06-18,2015-09-24,13827
2387,1012782,2016-05-13,2016-10-28,40359
2388,1008048,2014-05-03,2014-10-11,47460
2389,1008671,2013-05-01,2013-09-28,65453
2390,1008743,2013-06-03,2013-10-25,41314
2391,1005308,2015-06-01,2015-11-01,19149
2392,1009922,2014-04-22,2014-11-28,38655
2393,1010886,2015-05-02,2015-11-14,45056
2394,1004212,2015-04-18,2016-11-12,27565
2395,1011087,2015-05-07,2015-10-17,48371
2396,1012777,2016-01-01,2016-12-31,93030
2397,1008672,2013-04-04,2013-09-26,65721
2398,1008673,2013-05-01,2013-09-30,65606
2399,1003858,2014-01-01,2014-12-31,92109
2400,1008867,2016-07-01,2017-06-30,92109
2401,1008946,2016-06-12,2016-09-25,97135
2402,1004878,2016-01-01,2016-12-31,93950
2403,1012526,2016-04-23,2016-10-29,42001
2404,1008981,2013-06-22,2013-09-14,81147
2405,1010087,2016-05-19,2016-10-13,44077
2406,1012283,2016-07-11,2016-10-03,86045
2407,1012317,2016-06-04,2016-10-29,14870
2408,1010742,2015-05-23,2015-10-10,12438
2409,1002262,2015-05-02,2015-10-31,60067
2410,1000744,2016-01-16,2016-05-21,10964
2411,1008406,2013-01-01,2013-01-31,33410
2412,1012587,2016-10-05,2017-04-26,92260
2413,1012558,2016-01-01,2016-12-31,92262
2414,1008939,2013-01-01,2013-05-26,34209
2415,1003795,2016-05-21,2016-10-29,17078
2416,1003796,2016-01-01,2016-12-31,17078
2417,1003664,2015-05-09,2015-12-12,94301
2418,1005248,2015-01-01,2015-12-31,96813
2419,1011482,2016-05-04,2016-10-12,60463
2420,1011995,2016-01-01,2016-12-31,90274
2421,1009765,2016-05-01,2016-09-01,72450
2422,1012339,2016-01-01,2016-12-31,90723
2423,1010323,2014-06-14,2014-11-15,72855
2424,1001514,2012-01-01,2012-12-31,40361
2425,1012649,2016-01-01,2016-12-31,14301
2426,1007431,2013-05-25,2013-10-16,56470
2427,1001575,2015-05-23,2015-10-31,60068
2428,1005079,2016-06-05,2016-09-18,84060
2429,1009895,2015-01-04,2016-04-17,11215
2430,1010973,2016-05-11,2016-11-16,11215
2431,1000097,2013-06-14,2013-11-22,10472
2432,1002483,2013-05-10,2013-05-27,26102
2433,1008362,2013-11-03,2014-04-20,33067
2434,1005400,2015-05-09,2015-09-12,97230
2435,1009634,2014-07-02,2014-09-03,97230
2436,1011484,2015-01-07,2015-12-09,94143
2437,1010131,2014-04-29,2014-10-25,67357
2438,1009625,2014-04-16,2014-10-29,91101
2439,1008716,2013-01-05,2013-01-26,91107
2440,1008719,2013-01-08,2013-12-31,91101
2441,1003399,2014-04-01,2014-07-01,39568
2442,1010417,2014-04-23,2014-09-24,95363
2443,1004145,2014-06-27,2014-09-12,12901
2444,1008820,2014-06-04,2014-07-29,30157
2445,1006851,2014-04-17,2014-11-20,30157
2446,1004587,2014-05-17,2014-10-11,56362
2447,1011821,2016-05-28,2016-09-10,85541
2448,1011154,2016-06-21,2016-08-30,54494
2449,1008104,2014-04-25,2014-11-21,27006
2450,1004272,2015-04-11,2015-12-19,30305
2451,1010957,2015-05-02,2015-10-31,24134
2452,1001938,2014-01-01,2014-12-31,78215
2453,1000012,2016-06-03,2016-10-14,43215
2454,1009793,2014-04-19,2014-12-20,39429
2455,1000838,2014-01-01,2014-12-13,77581
2456,1008505,2014-01-01,2014-12-31,96701
2457,1005592,2013-01-01,2013-12-31,29501
2458,1010931,2015-01-10,2015-04-25,10566
2459,1011314,2015-06-06,2015-11-21,10566
2460,1009906,2014-04-24,2014-10-30,50219
2461,1009064,2014-06-01,2014-09-30,49721
2462,1010900,2015-05-02,2015-11-28,41040
2463,1008845,2014-05-19,2014-12-14,23690
2464,1006264,2014-06-06,2014-10-03,19601
2465,1000758,2014-06-02,2014-09-01,49449
2466,1010176,2014-01-01,2014-12-31,97202
2467,1001906,2015-01-01,2015-12-31,92102
2468,1006487,2013-05-01,2013-10-31,61614
2469,1006873,2016-05-21,2016-09-24,61602
2470,1011329,2016-04-09,2016-12-10,35233
2471,1011667,2015-06-20,2015-10-31,32507
2472,1011116,2016-06-04,2016-10-15,18944
2473,1010976,2016-05-28,2016-10-15,41701
2474,1000915,2013-03-16,2013-10-19,72126
2475,1006994,2013-05-04,2013-10-26,43783
2476,1010093,2014-05-17,2014-10-18,48872
2477,1007246,2014-06-15,2014-09-25,14530
2478,1010036,2014-05-03,2014-09-27,31069
2479,1005840,2016-05-13,2016-10-14,66073
2480,1006737,2016-05-05,2016-10-13,43551
2481,1009030,2014-05-02,2014-10-24,21903
2482,1000266,2014-04-19,2014-09-27,27573
2483,1005950,2014-06-05,2014-10-30,94060
2484,1000302,2014-06-04,2014-08-13,94952
2485,1000301,2016-05-14,2016-11-19,94952
2486,1008250,2013-07-23,2013-09-24,98901
2487,1010568,2014-05-01,2014-10-31,23803
2488,1010839,2015-05-02,2015-11-21,20010
2489,1008674,2013-05-04,2013-10-27,63070
2490,1001260,2016-05-03,2016-10-25,78660
2491,1011733,2016-11-03,2017-05-25,78577
2492,1001889,2014-05-31,2014-10-18,54555
2493,1004620,2012-10-01,2014-04-30,34231
2494,1002060,2015-05-24,2015-10-18,12565
2495,1004169,2016-06-03,2016-09-30,98103
2496,1000926,2012-05-01,2012-10-31,40206
2497,1002870,2016-04-01,2016-11-19,19460
2498,1000528,2014-01-01,2014-12-31,35447
2499,1010894,2016-06-02,2016-09-29,43147
2500,1006257,2013-06-06,2013-10-24,49774
2501,1008668,2013-05-15,2013-09-25,28027
2502,1007245,2013-01-01,2013-12-31,27235
2503,1008620,2013-06-14,2013-09-27,68767
2504,1010961,2016-05-22,2016-11-20,10968
2505,1012770,2016-06-02,2016-10-06,21230
2506,1010408,2015-04-25,2015-11-21,20852
2507,1002289,2014-06-07,2014-10-04,47567
2508,1012418,2016-07-27,2016-10-05,45613
2509,1012421,2016-07-27,2016-10-05,45661
2510,1012423,2016-07-28,2016-10-06,45661
2511,1012768,2016-07-30,2016-10-15,45690
2512,1012153,2016-06-03,2016-10-14,98101
2513,1012151,2016-06-01,2016-10-12,98101
2514,1012150,2016-05-31,2016-10-11,98052
2515,1012152,2016-06-02,2016-10-13,98109
2516,1012580,2016-06-04,2016-11-19,41501
2517,1012172,2016-05-28,2016-10-15,12566
2518,1011780,2016-06-10,2016-10-29,55063
2519,1012656,2016-05-27,2016-09-30,56474
2520,1010638,2014-01-01,2014-12-31,33156
2521,1003886,2014-06-19,2014-09-18,82941
2522,1006177,2014-06-04,2014-11-26,21113
2523,1008101,2013-06-19,2013-10-30,98104
2524,1002920,2014-05-22,2014-09-18,45356
2525,1004376,2013-07-06,2013-08-31,46167
2526,1001249,2013-04-13,2013-11-02,66762
2527,1004609,2014-01-01,2014-12-31,15222
2528,1010118,2016-06-02,2016-09-29,48108
2529,1003778,2014-05-03,2014-11-15,95667
2530,1000629,2015-07-04,2015-10-08,43064
2531,1012607,2016-05-02,2016-09-26,44721
2532,1011593,2015-06-03,2015-09-30,46158
2533,1012600,2016-06-04,2016-10-29,48739
2534,1012268,2016-05-20,2016-10-28,49080
2535,1011696,2016-01-01,2016-12-31,60609
2536,1008605,2014-01-01,2014-12-31,33565
2537,1003985,2014-05-10,2014-10-11,12901
2538,1010871,2015-10-17,2016-05-07,12903
2539,1008558,2014-07-05,2014-10-25,68048
2540,1002350,2013-01-01,2013-06-03,90094
2541,1009870,2014-06-04,2014-10-29,19053
2542,1009749,2014-05-21,2014-12-31,93012
2543,1008213,2015-05-08,2015-10-17,26170
2544,1009726,2016-12-03,2017-03-25,10570
2545,1008335,2016-04-02,2016-11-19,10570
2546,1012788,2016-05-21,2016-10-29,18947
2547,1000973,2014-06-04,2014-10-08,24944
2548,1009981,2014-05-30,2014-10-10,26291
2549,1000972,2014-05-24,2014-10-11,24954
2550,1000098,2013-07-02,2013-11-19,10468
2551,1011146,2015-06-20,2015-09-26,12018
2552,1000146,2016-06-25,2016-11-05,94956
2553,1005259,2015-01-01,2015-12-31,96792
2554,1006470,2014-05-29,2014-10-16,50226
2555,1009712,2016-05-05,2016-09-29,97338
2556,1008098,2015-06-02,2015-10-31,71953
2557,1000213,2014-07-09,2014-11-26,11367
2558,1012366,2016-05-03,2016-12-20,30308
2559,1001735,2013-06-01,2013-10-26,61764
2560,1006674,2014-04-26,2014-10-25,64506
2561,1010683,2015-03-04,2015-12-09,31322
2562,1000755,2014-06-11,2014-10-28,56334
2563,1008298,2014-03-29,2014-12-20,72801
2564,1000460,2013-06-01,2013-07-27,36301
2565,1003678,2014-01-01,2014-12-31,98362
2566,1003011,2016-05-28,2016-10-15,48467
2567,1010218,2014-06-25,2014-08-27,12974
2568,1012639,2016-06-25,2016-10-29,12771
2569,1012404,2016-04-16,2016-10-15,98366
2570,1003460,2016-05-20,2016-10-28,48469
2571,1004349,2014-06-20,2014-10-17,98292
2572,1012199,2016-06-04,2016-09-24,20710
2573,1012170,2016-06-11,2016-10-29,11050
2574,1011879,2016-05-01,2016-10-30,49002
2575,1003414,2013-06-01,2013-10-05,60641
2576,1006543,2014-06-21,2014-10-04,49902
2577,1012506,2016-06-01,2016-09-28,97217
2578,1012542,2016-05-01,2016-11-20,97211
2579,1012544,2016-06-05,2016-10-30,97266
2580,1012543,2016-06-02,2016-09-29,97209
2581,1012545,2016-06-20,2016-09-26,97204
2582,1012547,2016-03-05,2016-10-29,97201
2583,1012546,2016-05-04,2016-11-23,97205
2584,1004097,2014-03-15,2014-10-25,97227
2585,1001985,2013-04-20,2013-09-28,23704
2586,1005530,2014-05-01,2014-10-31,20854
2587,1010842,2015-05-09,2015-10-31,13676
2588,1010266,2014-06-16,2014-12-15,16915
2589,1012490,2016-04-02,2016-12-17,98370
2590,1008447,2014-05-10,2014-10-11,43065
2591,1012082,2016-05-19,2016-11-17,19134
2592,1012021,2016-06-05,2016-10-30,49874
2593,1012579,2016-05-05,2016-10-27,23139
2594,1002922,2014-05-10,2014-09-27,53955
2595,1012648,2016-05-07,2016-10-15,53821
2596,1006909,2013-06-01,2013-09-14,14873
2597,1010743,2016-05-25,2016-09-28,19073
2598,1010948,2015-11-07,2016-04-30,86301
2599,1010947,2016-05-07,2016-10-29,86301
2600,1008314,2013-05-11,2013-10-12,23875
2601,1000779,2016-05-07,2016-10-29,55371
2602,1003763,2014-05-24,2014-10-25,61356
2603,1010239,2014-05-21,2014-10-15,54968
2604,1003342,2015-07-22,2015-08-26,97754
2605,1012609,2016-06-02,2016-09-29,50022
2606,1011216,2015-07-08,2015-09-02,14621
2607,1004395,2015-05-02,2015-10-31,99350
2608,1001535,2014-06-11,2014-11-12,10011
2609,1005595,2016-01-01,2016-12-31,30269
2610,1005073,2015-05-01,2015-10-31,98612
2611,1009818,2014-01-01,2014-12-31,65583
2612,1003504,2016-05-07,2016-09-24,33950
2613,1010327,2014-06-01,2014-09-01,33950
2614,1010384,2014-05-01,2014-10-30,47907
2615,1011596,2015-05-02,2015-10-31,25526
2616,1008504,2014-01-01,2014-12-31,52801
2617,1011597,2015-01-01,2015-12-31,18951
2618,1010311,2014-05-22,2014-09-04,22134
2619,1004735,2013-01-06,2013-12-29,78209
2620,1010145,2014-06-05,2014-10-16,98109
2621,1005260,2015-01-01,2015-12-31,96822
2622,1010982,2016-06-17,2016-11-18,11355
2623,1009980,2014-06-12,2014-08-28,95971
2624,1011853,2016-05-14,2016-10-15,24141
2625,1001483,2014-04-30,2014-10-29,27601
2626,1002470,2014-06-21,2014-10-18,43420
2627,1004770,2014-06-21,2014-10-04,87321
2628,1005458,2016-01-01,2016-12-31,92065
2629,1006030,2014-01-01,2014-12-31,92128
2630,1008079,2014-06-07,2014-10-04,80817
2631,1011310,2015-06-03,2015-11-04,36278
2632,1002959,2014-06-04,2014-10-29,60035
2633,1010546,2014-01-01,2014-12-31,32550
2634,1008680,2013-06-04,2013-09-24,64083
2635,1011330,2015-05-02,2015-10-31,64133
2636,1011130,2015-05-16,2015-10-31,14760
2637,1012731,2016-01-01,2016-12-31,32303
2638,1008462,2013-01-01,2013-12-31,14456
2639,1012304,2016-06-24,2016-09-30,59068
2640,1003383,2013-06-22,2013-08-31,23454
2641,1001766,2013-05-23,2013-10-17,51566
2642,1005557,2013-07-06,2013-10-26,59248
2643,1003611,2016-09-20,2016-12-13,70806
2644,1003609,2016-01-01,2016-12-31,70802
2645,1003610,2016-01-14,2016-12-22,70808
2646,1009710,2016-03-17,2016-08-11,70807
2647,1009709,2014-04-16,2014-12-31,70806
2648,1008065,2014-06-01,2014-10-01,55066
2649,1004751,2014-01-01,2014-12-31,92373
2650,1004750,2015-01-01,2015-12-31,92373
2651,1005000,2015-01-01,2015-12-31,90277
2652,1000791,2016-04-01,2016-11-26,94063
2653,1000712,2015-05-01,2015-10-30,53959
2654,1002237,2015-05-05,2015-10-27,19971
2655,1009020,2014-05-03,2014-10-25,47978
2656,1012653,2016-06-07,2016-09-27,98057
2657,1002843,2013-05-10,2013-10-11,83440
2658,1010117,2016-06-16,2016-09-08,43068
2659,1000605,2016-05-08,2016-11-20,12572
2660,1009996,2014-01-01,2014-12-31,75080
2661,1012524,2016-05-21,2016-10-22,55423
2662,1010436,2015-05-23,2016-10-22,55423
2663,1007336,2015-06-20,2015-10-31,13439
2664,1003425,2015-05-02,2015-10-10,53581
2665,1010020,2014-05-07,2014-10-08,53581
2666,1006310,2015-05-20,2015-10-14,49083
2667,1006450,2013-01-01,2013-12-31,94804
2668,1011883,2016-05-01,2016-10-31,47374
2669,1005116,2014-05-31,2014-10-04,30161
2670,1000134,2014-06-04,2014-10-08,60202
2671,1008917,2013-07-13,2013-11-23,11385
2672,1008718,2014-01-01,2014-12-31,85747
2673,1011918,2016-05-26,2016-08-25,71665
2674,1008553,2016-01-01,2016-12-31,19103
2675,1011947,2016-04-13,2016-11-23,38372
2676,1001726,2016-06-01,2016-10-31,54022
2677,1008340,2013-06-20,2013-10-03,97103
2678,1010046,2014-01-01,2014-12-31,78621
2679,1005370,2013-06-01,2013-10-05,95367
2680,1003197,2014-05-29,2014-08-28,35244
2681,1003667,2013-05-05,2013-11-24,10471
2682,1004073,2014-04-03,2014-11-20,20737
2683,1008914,2013-07-11,2013-11-21,10471
2684,1012023,2016-04-16,2016-11-19,28402
2685,1012356,2016-01-01,2016-12-31,32204
2686,1005778,2014-01-01,2014-12-31,92514
2687,1000194,2016-06-01,2016-10-12,60546
2688,1008120,2015-01-10,2015-03-28,70062
2689,1008442,2014-06-07,2014-10-25,55057
2690,1006804,2015-06-14,2015-10-25,53212
2691,1009907,2016-10-01,2017-05-01,85032
2692,1008539,2013-07-02,2013-10-29,45214
2693,1011126,2015-05-02,2015-09-26,37172
2694,1005278,2013-05-25,2013-11-30,28358
2695,1006473,2015-06-05,2015-10-02,62454
2696,1008731,2015-05-02,2015-10-31,55904
2697,1002756,2016-11-05,2017-04-29,55904
2698,1010049,2016-06-15,2016-09-28,55902
2699,1008238,2013-07-13,2013-10-26,68714
2700,1004267,2015-05-02,2015-10-31,24450
2701,1000075,2013-07-24,2013-08-30,10185
2702,1005062,2014-05-10,2014-10-25,49341
2703,1001527,2014-05-03,2014-10-25,27320
2704,1012644,2016-04-30,2016-10-29,28379
2705,1012700,2016-05-05,2016-11-17,30153
2706,1012576,2016-05-14,2016-11-19,20850
2707,1011614,2015-05-21,2015-10-29,19809
2708,1003081,2016-04-02,2016-11-19,27804
2709,1008306,2016-07-02,2016-09-24,59422
2710,1008209,2014-05-11,2014-11-23,11778
2711,1012271,2016-06-02,2016-10-27,18102
2712,1012270,2016-06-04,2016-10-29,18102
2713,1012756,2016-04-24,2016-08-28,34134
2714,1008115,2014-04-01,2014-11-01,72756
2715,1011286,2016-06-08,2016-10-05,55374
2716,1003285,2013-05-05,2013-10-06,97537
2717,1003971,2014-05-03,2014-10-25,97520
2718,1004158,2014-07-11,2014-10-10,58366
2719,1001693,2013-06-20,2013-10-03,50581
2720,1008694,2013-05-04,2013-10-26,65401
2721,1011964,2016-05-27,2016-10-28,46784
2722,1012514,2016-05-27,2016-09-30,54457
2723,1008802,2013-06-01,2013-10-26,48174
2724,1003554,2016-07-10,2016-10-30,11575
2725,1004695,2014-07-03,2014-09-25,84066
2726,1008695,2013-04-05,2013-11-23,65453
2727,1010836,2015-05-02,2015-10-31,20744
2728,1012425,2016-05-08,2016-10-30,12776
2729,1009065,2014-05-01,2014-10-31,48653
2730,1010821,2015-04-04,2015-11-28,75703
2731,1002727,2013-04-13,2013-10-05,74102
2732,1008443,2013-04-11,2013-09-19,97470
2733,1012671,2016-06-12,2016-09-11,98941
2734,1012006,2016-05-18,2016-10-26,15229
2735,1009975,2016-05-01,2016-10-29,30075
2736,1008172,2014-01-01,2014-12-31,78665
2737,1010279,2014-06-06,2014-09-27,20722
2738,1011611,2015-05-21,2015-10-29,19720
2739,1005261,2015-01-01,2015-12-31,96797
2740,1006286,2014-01-01,2015-01-01,48067
2741,1000827,2014-06-01,2014-10-25,48220
2742,1008444,2015-06-04,2015-09-24,22546
2743,1011264,2015-07-18,2015-10-17,88346
2744,1003915,2015-06-13,2015-10-31,54848
2745,1010601,2014-01-01,2014-12-31,72801
2746,1008696,2013-06-04,2013-09-24,65074
2747,1010891,2016-05-07,2016-08-20,71270
2748,1004683,2014-04-26,2014-10-28,28043
2749,1004206,2014-05-09,2014-10-31,37129
2750,1008702,2013-06-01,2013-09-28,63563
2751,1007691,2014-05-11,2014-12-07,10580
2752,1010960,2015-05-24,2015-12-06,10580
2753,1009840,2014-03-13,2014-12-11,78210
2754,1007397,2015-04-11,2015-08-29,75225
2755,1002062,2014-05-20,2014-10-28,14779
2756,1005214,2014-04-05,2014-12-20,24153
2757,1011396,2015-05-02,2015-10-03,65560
2758,1009795,2016-04-01,2016-10-29,97309
2759,1011316,2016-12-10,2016-12-11,97309
2760,1009796,2016-05-02,2016-09-26,97309
2761,1009794,2016-05-04,2016-09-28,97309
2762,1009680,2016-05-25,2016-10-26,93901
2763,1004990,2016-10-22,2017-04-29,48176
2764,1004988,2016-05-07,2016-10-29,48176
2765,1004989,2016-06-07,2016-09-27,48176
2766,1008197,2013-06-12,2013-09-25,98020
2767,1002486,2013-07-11,2013-09-26,98685
2768,1002485,2013-07-09,2013-09-24,98686
2769,1005040,2015-06-13,2015-10-24,84101
2770,1005262,2014-01-01,2014-12-31,96818
2771,1003295,2013-05-15,2013-09-25,98075
2772,1004519,2013-01-04,2013-12-27,78230
2773,1004522,2014-01-01,2014-12-31,78216
2774,1000884,2016-01-01,2016-12-31,92101
2775,1008699,2014-04-02,2014-09-03,91773
2776,1009080,2015-01-01,2015-12-31,94110
2777,1002738,2016-01-01,2016-12-31,94104
2778,1011430,2015-01-01,2015-12-31,94115
2779,1009626,2014-04-03,2014-09-25,91776
2780,1008601,2013-01-05,2013-12-21,98250
2781,1002736,2016-01-01,2016-12-31,95678
2782,1010902,2015-01-01,2015-12-31,93401
2783,1009025,2016-01-01,2016-12-31,92078
2784,1011494,2015-05-05,2015-10-13,94403
2785,1001205,2013-04-04,2013-09-26,94915
2786,1010075,2014-06-07,2014-08-30,74063
2787,1003047,2014-05-06,2014-11-25,29229
2788,1006640,2013-04-10,2013-09-25,28374
2789,1006639,2013-05-04,2013-09-28,28374
2790,1006060,2016-01-01,2016-12-31,32771
2791,1005452,2014-05-14,2014-10-15,12010
2792,1000593,2014-09-06,2014-09-27,93657
2793,1010514,2016-10-02,2017-05-28,33957
2794,1008976,2013-01-01,2013-12-31,95403
2795,1003834,2013-01-01,2013-12-31,91355
2796,1012334,2016-01-01,2016-12-31,90405
2797,1008570,2014-01-01,2014-12-31,90404
2798,1012321,2016-01-01,2016-12-31,90405
2799,1008564,2014-01-01,2014-12-31,90401
2800,1009690,2014-01-01,2014-12-31,95404
2801,1010161,2014-05-07,2014-08-27,95404
2802,1011160,2015-01-01,2015-12-31,32571
2803,1002420,2013-01-01,2013-12-31,92071
2804,1007261,2014-05-03,2014-10-29,49684
2805,1008303,2016-06-04,2016-10-01,71601
2806,1012197,2016-07-03,2016-09-11,12981
2807,1010216,2014-05-13,2014-09-30,12983
2808,1012203,2016-06-04,2016-10-15,12983
2809,1002746,2016-01-01,2016-12-31,95070
2810,1012460,2016-05-04,2016-10-29,12866
2811,1012387,2016-11-05,2017-04-29,12866
2812,1010173,2016-06-11,2016-09-24,97914
2813,1001518,2016-07-09,2016-09-17,59501
2814,1006273,2014-05-04,2014-11-23,18055
2815,1010746,2016-05-27,2016-09-30,49453
2816,1009918,2015-05-23,2015-10-31,12477
2817,1007242,2014-05-24,2014-10-25,12477
2818,1007250,2014-05-24,2014-10-25,12477
2819,1010870,2015-05-05,2015-10-27,28630
2820,1010251,2016-06-08,2016-09-28,55073
2821,1001762,2016-05-21,2016-10-01,97056
2822,1012089,2016-06-01,2016-10-29,12309
2823,1000043,2013-05-04,2013-11-02,12309
2824,1005734,2014-01-01,2014-12-31,12305
2825,1006449,2014-06-10,2014-10-28,12304
2826,1012208,2016-05-25,2016-09-28,44256
2827,1008945,2016-02-01,2016-12-16,12043
2828,1000576,2012-09-01,2012-10-31,49087
2829,1012207,2016-06-27,2016-08-29,12870
2830,1005319,2015-06-01,2015-11-01,19103
2831,1001386,2015-05-14,2015-10-22,63555
2832,1000422,2014-05-17,2014-10-25,47170
2833,1002256,2016-06-01,2016-09-28,14546
2834,1011280,2015-06-06,2015-10-03,49454
2835,1001734,2015-01-01,2015-12-31,92131
2836,1000521,2014-01-01,2014-12-31,32459
2837,1012149,2016-05-31,2016-10-11,98104
2838,1011680,2015-01-01,2015-12-31,99801
2839,1001755,2015-05-01,2015-10-30,65301
2840,1003489,2013-05-22,2013-10-16,98284
2841,1002078,2013-01-01,2013-12-31,78155
2842,1005781,2013-06-01,2013-11-02,36701
2843,1004004,2014-06-11,2014-10-22,13148
2844,1011890,2016-05-17,2016-10-18,14081
2845,1004465,2015-05-02,2015-10-31,98382
2846,1011872,2016-03-17,2016-12-23,67137
2847,1003665,2014-05-01,2014-10-30,30110
2848,1012353,2016-05-28,2016-10-29,47274
2849,1010070,2014-06-07,2014-10-11,37865
2850,1005537,2014-01-01,2014-12-31,78745
2851,1005538,2014-01-01,2014-12-31,78723
2852,1005535,2014-01-01,2014-12-31,78702
2853,1005536,2014-01-01,2014-12-31,76702
2854,1010838,2016-05-07,2016-09-10,28470
2855,1010270,2014-01-01,2014-12-31,19129
2856,1005767,2014-06-07,2014-10-04,13459
2857,1004597,2015-05-21,2015-10-29,96007
2858,1011164,2015-06-10,2015-10-14,96013
2859,1011166,2015-06-09,2015-10-13,96001
2860,1004595,2015-04-04,2015-12-19,96001
2861,1004596,2015-06-07,2015-10-11,96001
2862,1007416,2013-05-04,2013-10-26,66203
2863,1006733,2016-05-07,2016-10-01,24162
2864,1001280,2016-06-04,2016-10-29,51537
2865,1008144,2014-06-21,2014-10-11,44875
2866,1010462,2016-05-14,2016-10-22,48317
2867,1009082,2014-04-29,2014-06-10,29928
2868,1001161,2013-05-04,2013-09-28,98584
2869,1009032,2013-01-01,2013-12-31,49120
2870,1011200,2015-06-04,2015-10-01,22849
2871,1010613,2014-12-06,2015-04-04,13460
2872,1010814,2015-06-03,2015-10-30,48884
2873,1011141,2015-05-28,2015-09-17,59749
2874,1009066,2016-07-07,2016-09-29,82801
2875,1008291,2013-06-08,2013-09-21,68853
2876,1009896,2014-06-29,2014-09-14,97039
2877,1012436,2016-05-07,2016-09-24,97140
2878,1006366,2016-07-09,2016-10-01,11798
2879,1009908,2016-05-07,2016-10-15,45415
2880,1010801,2015-06-06,2015-09-29,89511
2881,1004337,2013-06-11,2013-10-22,55126
2882,1012179,2016-06-19,2016-10-23,53211
2883,1000786,2013-06-20,2013-09-19,14548
2884,1005359,2016-06-04,2016-08-27,71101
2885,1011255,2015-07-02,2015-09-25,13041
2886,1004258,2016-06-01,2016-08-30,13838
2887,1008985,2014-05-24,2014-11-01,87901
2888,1001867,2014-01-01,2014-12-31,85635
2889,1011694,2015-01-01,2015-12-31,85650
2890,1000130,2014-01-01,2014-12-31,37377
2891,1008456,2014-05-20,2014-09-23,97380
2892,1010022,2016-04-26,2016-10-29,72761
2893,1011044,2015-01-01,2015-12-31,90026
2894,1010901,2016-06-07,2016-09-06,66539
2895,1008498,2016-06-01,2016-09-22,89403
2896,1004948,2014-04-22,2014-09-30,98383
2897,1009811,2014-06-10,2014-09-30,80498
2898,1011811,2016-01-01,2016-12-31,93093
2899,1009807,2014-04-26,2014-10-25,55954
2900,1012577,2016-04-01,2016-10-29,30525
2901,1010560,2016-05-04,2016-10-29,51101
2902,1003169,2016-07-02,2016-09-10,99835
2903,1005480,2015-05-14,2015-10-10,13152
2904,1011124,2015-06-07,2015-10-11,61201
2905,1010600,2014-04-05,2014-11-29,42102
2906,1012675,2016-05-07,2016-10-29,16057
2907,1007814,2013-07-01,2013-11-30,63954
2908,1006104,2014-01-01,2014-12-31,20136
2909,1012072,2016-04-28,2016-11-24,22003
2910,1012073,2016-06-19,2016-11-27,20147
2911,1006100,2014-01-01,2014-12-31,22124
2912,1006101,2016-04-20,2016-11-30,20190
2913,1006103,2016-05-07,2016-11-26,22150
2914,1006721,2014-07-01,2014-09-01,66967
2915,1000596,2014-04-06,2014-10-25,23430
2916,1008895,2014-06-12,2014-08-28,19977
2917,1009846,2016-05-07,2016-09-24,30080
2918,1001467,2016-06-03,2016-09-24,30078
2919,1003358,2016-05-05,2016-09-29,98290
2920,1002488,2014-05-01,2014-09-25,21863
2921,1000090,2013-06-01,2013-11-23,11106
2922,1006720,2015-06-10,2015-10-07,14551
2923,1011189,2016-04-02,2016-10-29,42102
2924,1010353,2016-07-17,2016-10-16,95667
2925,1003836,2016-01-01,2016-12-31,92075
2926,1006898,2015-06-13,2016-10-08,49319
2927,1008776,2014-05-24,2014-11-22,15501
2928,1006255,2013-05-18,2013-10-19,95370
2929,1001242,2016-01-01,2016-12-31,94703
2930,1011805,2016-06-18,2016-11-19,10454
2931,1011894,2016-06-18,2016-10-15,14129
2932,1001657,2015-04-04,2015-10-31,27713
2933,1012228,2016-07-22,2016-11-12,49506
2934,1003766,2014-06-21,2014-11-01,49507
2935,1012719,2016-07-23,2016-09-18,81154
2936,1003707,2014-01-01,2014-12-31,90280
2937,1002526,2015-04-18,2015-10-31,23970
2938,1011017,2016-06-11,2016-10-01,60473
2939,1002614,2014-08-02,2014-10-25,84095
2940,1008693,2014-06-10,2014-10-14,68847
2941,1004071,2014-06-03,2014-10-14,96150
2942,1010885,2015-06-04,2015-10-29,48910
2943,1010863,2015-05-02,2015-10-24,48178
2944,1008437,2014-06-11,2014-12-17,68335
2945,1003655,2016-05-12,2016-11-22,38106
2946,1005849,2014-05-24,2014-09-27,46786
2947,1010445,2014-05-08,2014-10-09,53172
2948,1001461,2013-03-14,2013-11-07,91030
2949,1010101,2014-07-06,2014-09-07,80467
2950,1011377,2015-05-02,2015-10-24,94080
2951,1000009,2014-06-14,2014-10-11,53207
