,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
2742,1011848,85721,,,,,10:00:00-07:00,14:00:00-07:00,,,,,,,,
2743,1011845,85701,17:00:00-07:00,20:00:00-07:00,,,,,,,,,,,,
2744,1011144,85741,,,10:00:00-07:00,14:00:00-07:00,,,,,,,,,,
2745,1011847,85712,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00,,
2746,1011849,85629,,,,,,,,,16:30:00-07:00,19:30:00-07:00,,,,
2747,1011142,85718,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,08:00:00-07:00,12:00:00-07:00
2749,1006152,14604,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,,,
2750,1001455,28150,,,,,08:00:00-05:00,12:00:00-05:00,16:00:00-05:00,19:00:00-05:00,,,08:00:00-05:00,12:00:00-05:00,,
2751,1012239,28152,,,,,08:00:00-05:00,12:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
2752,1002382,29204,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2753,1003808,45843,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
2754,1000958,24551,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2755,1003332,97116,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
2756,1008916,11375,,,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00
2758,1002803,22911,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
2765,1010427,31029,,,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,
2766,1001648,31401,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2767,1008556,65653,,,,,,,,,,,,,,
2769,1003299,95437,,,,,15:00:00-08:00,18:00:00-08:00,,,,,,,,
2770,1011136,80525,,,,,,,,,,,,,11:00:00-07:00,15:00:00-07:00
2773,1000058,11205,,,,,,,,,,,08:00:00-05:00,16:00:00-05:00,,
2776,1006490,52627,,,,,,,16:30:00-06:00,18:30:00-06:00,,,,,,
2777,1002741,94123,,,,,,,,,,,,,09:30:00-08:00,13:30:00-08:00
2778,1005572,13339,,,,,,,13:00:00-05:00,17:00:00-05:00,,,,,,
2779,1000734,66701,,,16:00:00-06:00,18:00:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2780,1012842,72901,,,07:00:00-06:00,12:00:00-06:00,,,,,,,07:00:00-06:00,12:00:00-06:00,,
2782,1010160,41075,,,,,,,,,,,14:00:00-05:00,16:00:00-05:00,,
2783,1002838,41075,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2784,1010159,41075,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
2785,1005784,31030,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2788,1008067,46040,,,,,,,04:00:00-05:00,19:00:00-05:00,,,,,,
2789,1002091,56542,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2790,1000757,44830,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2791,1001487,61101,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
2792,1003209,54629,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
2793,1002901,80817,,,15:00:00-07:00,19:00:00-07:00,,,,,,,,,,
2794,1008457,19147,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2795,1001037,29644,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2796,1010121,49633,,,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,
2798,1011739,22305,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
2799,1011779,80033,,,12:00:00-07:00,18:00:00-07:00,12:00:00-07:00,18:00:00-07:00,12:00:00-07:00,18:00:00-07:00,12:00:00-07:00,18:00:00-07:00,09:00:00-07:00,15:00:00-07:00,10:00:00-07:00,14:00:00-07:00
2800,1000396,75080,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
2803,1012681,53217,,,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00
2806,1002880,48734,,,,,15:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,14:00:00-05:00,,
2807,1005303,19124,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
2808,1000924,49635,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2809,1005988,60423,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
2810,1007247,46041,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2811,1001597,50441,,,,,,,,,17:00:00-06:00,19:00:00-06:00,,,,
2813,1008756,40601,,,07:00:00-05:00,12:00:00-05:00,,,07:00:00-05:00,12:00:00-05:00,,,07:00:00-05:00,12:00:00-05:00,,
2817,1000371,70538,,,00:00:00-06:00,16:00:00-06:00,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2818,1011256,46131,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
2819,1011098,37064,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
2821,1000249,13775,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
2822,1005786,23851,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,09:00:00-05:00,13:00:00-05:00,,
2823,1010770,43203,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,,,
2824,1011664,47710,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2826,1004223,42134,,,06:30:00-06:00,15:00:00-06:00,,,06:30:00-06:00,15:00:00-06:00,06:30:00-06:00,15:00:00-06:00,06:30:00-06:00,15:00:00-06:00,,
2827,1008093,14737,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
2828,1010989,47112,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
2829,1000970,54837,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2830,1008272,21701,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
2831,1010115,80530,,,,,,,16:00:00-07:00,20:00:00-07:00,,,,,,
2832,1006031,22401,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,12:00:00-05:00,13:00:00-05:00
2833,1004606,78624,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
2835,1011191,14063,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2836,1011192,14063,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
2837,1000184,20744,,,,,02:00:00-05:00,19:00:00-05:00,,,,,,,,
2838,1012429,30307,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2839,1011816,94609,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,
2840,1012252,64804,,,,,16:00:00-06:00,19:30:00-06:00,,,,,,,,
2842,1001599,11520,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00,,
2844,1012645,52805,,,15:00:00-06:00,18:00:00-06:00,,,,,,,08:00:00-06:00,13:00:00-06:00,10:00:00-06:00,14:00:00-06:00
2846,1007678,49412,,,15:30:00-05:00,18:30:00-05:00,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2849,1010928,70151,,,,,14:00:00-06:00,18:00:00-06:00,,,,,10:00:00-06:00,14:00:00-06:00,,
2850,1010457,32301,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
2854,1012349,16142,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
2856,1002912,66018,,,,,16:30:00-06:00,18:30:00-06:00,,,,,,,,
2857,1008170,56623,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2859,1000820,89123,,,,,,,,,,,,,08:30:00-08:00,13:00:00-08:00
2860,1000819,89145,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
2862,1006799,20005,,,,,,,11:00:00-05:00,14:30:00-05:00,,,,,,
2865,1008595,93721,,,,,,,,,17:30:00-08:00,22:00:00-08:00,,,,
2872,1009706,98208,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
2874,1005460,99645,,,,,,,,,11:00:00-09:00,18:00:00-09:00,,,,
2875,1003418,32960,,,,,,,,,11:00:00-05:00,18:00:00-05:00,,,,
2880,1011730,77546,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2882,1010955,75034,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2883,1010765,22630,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2885,1012762,21532,,,,,,,,,09:30:00-05:00,13:00:00-05:00,,,,
2886,1011181,44070,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2887,1006245,81521,,,,,,,,,,,08:30:00-07:00,12:30:00-07:00,,
2891,1000071,10032,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,,,
2892,1010804,46802,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,
2893,1012196,46802,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2894,1004314,46805,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2895,1010805,46805,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
2896,1011620,20877,,,,,,,12:30:00-05:00,18:00:00-05:00,,,,,,
2897,1007386,94087,,,,,13:30:00-08:00,19:00:00-08:00,,,13:30:00-08:00,19:00:00-08:00,,,11:00:00-08:00,15:00:00-08:00
2900,1006176,46975,,,,,15:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
2901,1012520,17233,,,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,
2902,1004387,13069,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2903,1003170,55410,,,,,,,,,,,08:30:00-06:00,13:00:00-06:00,,
2904,1008566,65251,,,,,15:30:00-06:00,18:00:00-06:00,,,,,,,,
2906,1006661,49503,,,08:00:00-05:00,15:00:00-05:00,08:00:00-05:00,15:00:00-05:00,,,08:00:00-05:00,15:00:00-05:00,08:00:00-05:00,15:00:00-05:00,,
2913,1008569,65656,,,,,,,,,09:00:00-06:00,14:00:00-06:00,09:00:00-06:00,14:00:00-06:00,,
2914,1009720,49053,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
2918,1005120,59715,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
2919,1011814,92503,,,,,,,,,,,,,08:30:00-08:00,13:00:00-08:00
2921,1003278,45631,,,,,,,15:00:00-05:00,19:00:00-05:00,,,10:00:00-05:00,13:00:00-05:00,,
2923,1004056,77551,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
2926,1011794,95542,,,,,,,,,11:00:00-08:00,15:00:00-08:00,,,,
2931,1008572,65625,,,07:00:00-06:00,11:00:00-06:00,,,,,07:00:00-06:00,11:00:00-06:00,,,,
2932,1011786,19958,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,
2933,1001963,89509,,,,,,,,,16:00:00-08:00,20:00:00-08:00,,,10:00:00-08:00,15:00:00-08:00
2937,1004066,35071,,,,,,,09:00:00-06:00,14:00:00-06:00,,,,,,
2941,1002720,12561,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
2944,1002373,81040,,,,,,,,,,,10:00:00-07:00,13:00:00-07:00,,
2945,1006688,66030,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
2951,1000774,28054,,,07:30:00-05:00,12:30:00-05:00,,,07:30:00-05:00,12:30:00-05:00,,,07:30:00-05:00,12:30:00-05:00,,
2954,1009921,44108,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
2955,1011001,37738,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
2956,1002524,77833,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2958,1006240,54631,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,
2959,1011067,66441,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
2961,1011265,44022,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
2962,1004663,46236,,,,,,,14:30:00-05:00,18:30:00-05:00,,,,,,
2964,1000845,14454,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,,,
2965,1002300,14456,,,,,,,07:30:00-05:00,13:00:00-05:00,,,,,,
2966,1010029,68361,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,,,
2967,1012691,60134,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
2970,1000011,29440,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2971,1008166,78628,,,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,
2972,1012033,29440,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
2977,1003354,19947,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
2979,1004356,20007,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
2982,1008155,70047,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
2983,1008159,70047,,,,,14:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
2985,1005298,19144,,,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,
2986,1009958,44721,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
2988,1011886,27834,06:00:00-05:00,15:00:00-05:00,06:00:00-05:00,15:00:00-05:00,06:00:00-05:00,15:00:00-05:00,06:00:00-05:00,15:00:00-05:00,06:00:00-05:00,12:00:00-05:00,06:00:00-05:00,15:00:00-05:00,,
2990,1005430,55335,,,,,,,15:00:00-06:00,17:30:00-06:00,,,,,,
2996,1003701,98335,,,,,12:00:00-08:00,17:00:00-08:00,,,,,,,,
2997,1003700,98335,,,,,,,,,,,08:30:00-08:00,14:00:00-08:00,,
2999,1011962,85234,,,,,,,,,,,07:00:00-07:00,11:00:00-07:00,,
3001,1006932,82718,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
3003,1004244,30540,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3004,1003690,26351,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
3005,1000844,95020,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
3008,1003952,24340,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3009,1008573,64119,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,
3010,1009799,97027,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
3011,1001630,48624,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3012,1012433,24555,,,,,,,,,15:00:00-05:00,18:00:00-05:00,08:00:00-05:00,12:00:00-05:00,,
3013,1011613,19702,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
3014,1002767,49636,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,,,
3015,1011376,94131,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
3016,1012623,17327,,,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00
3017,1005588,35905,,,07:00:00-06:00,13:00:00-06:00,,,,,,,,,,
3018,1000892,55336,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
3020,1003876,55414,,,,,13:00:00-06:00,15:00:00-06:00,,,,,,,,
3021,1012359,85301,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
3023,1001217,59330,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
3026,1008424,95963,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,,,
3027,1008418,95988,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
3028,1010085,20769,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3030,1010956,12801,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3031,1000692,12804,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,,,
3032,1003511,19038,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3033,1004662,60025,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
3034,1006699,81601,,,,,,,,,,,07:30:00-07:00,15:00:00-07:00,,
3035,1006294,60626,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
3036,1003531,81601,,,16:00:00-07:00,20:00:00-07:00,,,,,,,,,,
3037,1010247,85501,,,,,,,,,,,08:00:00-07:00,11:00:00-07:00,,
3039,1004269,20007,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3040,1005453,12078,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
3047,1005099,80401,,,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,
3048,1008863,92102,,,,,,,,,,,09:30:00-08:00,13:30:00-08:00,,
3050,1007378,79109,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,
3051,1008574,64735,,,13:00:00-06:00,18:00:00-06:00,,,,,,,07:00:00-06:00,13:00:00-06:00,,
3052,1012445,98620,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
3055,1012054,23103,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
3057,1004321,29551,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3059,1012509,75231,,,,,,,,,,,,,10:00:00-06:00,15:00:00-06:00
3061,1012311,16412,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
3063,1005294,67735,,,,,,,,,,,08:00:00-07:00,11:00:00-07:00,,
3064,1011111,37072,,,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,
3065,1012498,85338,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
3066,1005829,29445,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
3067,1003638,35466,,,,,,,07:00:00-06:00,11:00:00-06:00,,,,,,
3069,1010051,30703,,,,,,,17:00:00-05:00,19:00:00-05:00,,,,,,
3070,1003279,44102,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
3071,1008475,19128,,,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,
3075,1010569,46526,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
3076,1012253,10924,,,,,,,,,10:00:00-05:00,17:00:00-05:00,,,,
3078,1000285,72315,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
3082,1008109,95667,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,
3083,1009007,21212,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
3084,1012592,22035,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
3085,1012355,61111,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
3086,1005994,21702,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
3087,1010261,19803,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
3091,1012246,26354,,,,,15:00:00-05:00,18:00:00-05:00,,,,,13:00:00-05:00,16:00:00-05:00,,
3092,1001715,11206,,,,,,,,,,,08:00:00-05:00,16:30:00-05:00,,
3093,1001756,28771,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3095,1000104,11217,,,,,,,,,,,08:00:00-05:00,16:00:00-05:00,,
3096,1010774,32550,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
3097,1008578,64137,,,,,,,,,,,10:00:00-06:00,13:00:00-06:00,,
3098,1009048,49417,,,,,08:00:00-05:00,13:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,
3099,1010574,68803,,,,,16:30:00-06:00,19:30:00-06:00,,,,,,,,
3100,1007376,32408,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00,11:00:00-06:00,16:00:00-06:00
3104,1000997,75050,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
3105,1005937,55744,,,,,08:00:00-06:00,13:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
3107,1010640,24015,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3108,1002268,57747,10:00:00-07:00,19:00:00-07:00,,,,,,,,,10:00:00-07:00,19:00:00-07:00,10:00:00-07:00,19:00:00-07:00
3109,1001635,43212,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
3110,1008580,64030,,,,,,,,,,,07:30:00-06:00,12:30:00-06:00,,
3113,1010149,46530,,,14:00:00-05:00,19:00:00-05:00,,,14:00:00-05:00,19:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,,
3114,1012395,83530,,,,,,,18:00:00-08:00,20:00:00-08:00,,,09:00:00-08:00,13:00:00-08:00,,
3117,1005463,46989,,,,,,,,,,,,,,
3118,1005461,46952,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
3119,1005462,46933,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
3123,1001530,41097,,,,,,,,,08:00:00-05:00,12:00:00-05:00,08:00:00-05:00,12:00:00-05:00,,
3124,1001532,41097,10:00:00-05:00,14:00:00-05:00,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
3125,1001531,41035,,,09:00:00-05:00,17:00:00-05:00,,,,,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,16:00:00-05:00,,
3126,1008011,30312,,,,,,,,,,,,,09:30:00-05:00,13:30:00-05:00
3127,1007222,54436,,,,,,,,,12:00:00-06:00,18:00:00-06:00,,,,
3128,1008410,97528,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
3129,1008413,97528,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
3130,1003688,26147,,,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,
3133,1005193,43023,,,15:00:00-05:00,18:00:00-05:00,,,,,,,08:30:00-05:00,12:00:00-05:00,,
3134,1005192,43023,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
3135,1006372,10031,,,09:00:00-05:00,16:00:00-05:00,,,,,,,09:00:00-05:00,16:00:00-05:00,,
3136,1005934,42066,,,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00
3137,1005933,42066,,,15:00:00-06:00,18:00:00-06:00,,,15:00:00-06:00,18:00:00-06:00,,,,,,
3138,1000151,72736,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
3139,1005962,40202,,,,,,,10:30:00-05:00,14:00:00-05:00,,,,,,
3140,1002208,60030,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
3142,1008950,30017,,,,,15:30:00-05:00,19:30:00-05:00,,,,,,,,
3145,1008973,67530,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,
3146,1005797,22066,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3148,1012497,59401,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
3149,1007275,21701,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
3150,1000522,95035,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
3151,1006173,58104,,,10:00:00-06:00,17:00:00-06:00,,,10:00:00-06:00,17:00:00-06:00,,,10:00:00-06:00,17:00:00-06:00,,
3154,1011601,13027,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
3155,1011602,13219,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
3156,1010196,11713,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00,,
3157,1003904,57430,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
3159,1010084,98532,,,11:00:00-08:00,16:00:00-08:00,,,,,,,,,,
3160,1004065,65613,,,15:30:00-06:00,18:30:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
3161,1001119,65804,,,08:00:00-06:00,12:00:00-06:00,,,08:00:00-06:00,12:00:00-06:00,,,08:00:00-06:00,13:00:00-06:00,,
3162,1006059,13601,,,,,06:30:00-05:00,15:00:00-05:00,,,,,,,,
3163,1010482,67879,,,17:00:00-07:00,18:30:00-07:00,,,,,,,,,,
3164,1003819,80631,,,,,,,,,,,07:30:00-07:00,12:00:00-07:00,,
3165,1003820,80631,,,,,,,,,,,,,,
3167,1010529,95709,,,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00
3169,1011775,60614,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
3170,1011774,60614,,,,,07:00:00-06:00,13:00:00-06:00,,,,,07:00:00-06:00,13:00:00-06:00,,
3172,1007260,17522,,,,,,,,,09:00:00-05:00,21:00:00-05:00,,,,
3174,1008124,44685,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
3177,1010292,32399,15:00:00-05:00,18:00:00-05:00,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
3180,1012481,50841,,,,,,,17:00:00-06:00,19:00:00-06:00,,,,,,
3181,1002888,54941,,,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,
3183,1004849,30309,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3185,1003151,48116,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
3187,1006997,56484,,,,,,,09:00:00-06:00,13:00:00-06:00,,,,,,
3188,1002274,21212,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
3189,1002273,21093,,,,,,,,,,,12:00:00-05:00,15:00:00-05:00,,
3190,1002646,15220,,,,,,,16:00:00-05:00,19:30:00-05:00,,,,,,
3191,1008822,85614,,,,,09:00:00-07:00,14:00:00-07:00,,,,,,,,
3192,1011231,20770,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
3193,1000863,46135,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
3194,1004933,53129,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
3198,1012701,50129,,,16:00:00-06:00,18:30:00-06:00,,,,,,,,,,
3200,1008581,63367,07:00:00-06:00,21:00:00-06:00,07:00:00-06:00,21:00:00-06:00,07:00:00-06:00,21:00:00-06:00,07:00:00-06:00,21:00:00-06:00,07:00:00-06:00,21:00:00-06:00,08:00:00-06:00,19:00:00-06:00,10:00:00-06:00,17:00:00-06:00
3202,1003059,37745,,,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00
3203,1000216,45123,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
3205,1002650,62044,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
3207,1010623,53220,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
3209,1006357,93927,,,,,,,,,,,,,09:30:00-08:00,15:00:00-08:00
3213,1000099,11222,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
3214,1005163,11944,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3215,1011398,27405,,,,,08:00:00-05:00,13:00:00-05:00,,,,,07:00:00-05:00,12:00:00-05:00,,
3220,1011793,47240,,,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,
3221,1005315,19132,,,,,,,15:00:00-05:00,19:00:00-05:00,,,10:00:00-05:00,14:00:00-05:00,,
3223,1011987,20711,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,,,
3226,1001302,48838,,,08:00:00-05:00,13:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,,,
3227,1005680,12083,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
3228,1001722,38701,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
