FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
1008877,61008,,,,,,,,,,,11:00:00-06:00,15:00:00-06:00,,
1008722,56601,,,10:00:00-06:00,17:00:00-06:00,,,00:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,15:00:00-06:00,11:00:00-06:00,16:00:00-06:00
1001316,56601,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1001533,94510,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1010001,68317,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
1012679,60105,,,,,17:00:00-06:00,21:00:00-06:00,,,,,,,,
1007425,68104,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1005543,84074,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1008920,11214,,,,,,,,,,,,,09:00:00-05:00,16:00:00-05:00
1010815,71006,,,,,,,,,,,,,12:00:00-06:00,16:00:00-06:00
1005291,49022,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,
1012718,72712,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
1010940,72712,,,,,14:30:00-06:00,19:00:00-06:00,,,,,,,,
1012011,40403,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1005183,25411,,,,,,,14:00:00-05:00,17:00:00-05:00,,,,,10:00:00-05:00,14:00:00-05:00
1007371,13440,,,,,,,,,09:00:00-05:00,17:00:00-05:00,,,,
1011942,54923,,,16:00:00-06:00,19:30:00-06:00,,,,,,,,,,
1011221,72202,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1002802,31639,,,,,,,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,,
1011447,95132,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1004403,72616,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1011149,80513,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1010832,60402,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1005173,35022,,,,,,,16:00:00-06:00,18:30:00-06:00,,,,,,
1010985,19930,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
1010111,64424,,,,,,,,,,,,,,
1000745,20814,,,,,07:00:00-05:00,16:00:00-05:00,,,07:00:00-05:00,16:00:00-05:00,07:00:00-05:00,16:00:00-05:00,08:00:00-05:00,16:00:00-05:00
1010406,20814,,,,,,,,,,,,,10:00:00-05:00,13:30:00-05:00
1006801,20814,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1012494,18015,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,
1012624,52722,02:30:00-06:00,05:30:00-06:00,,,,,02:30:00-06:00,05:30:00-06:00,,,,,,
1005222,65556,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001460,90210,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1009978,43209,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1005378,57752,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,,,,
1005949,92315,,,08:30:00-08:00,13:00:00-08:00,,,,,,,,,,
1011915,82414,,,,,,,16:30:00-07:00,18:30:00-07:00,,,,,,
1011917,82435,16:30:00-07:00,18:30:00-07:00,,,,,,,,,,,,
1000700,99122,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
1005730,59716,,,,,17:00:00-07:00,20:00:00-07:00,,,,,,,,
1006345,24219,,,,,,,,,,,,,09:30:00-05:00,00:00:00-05:00
1008121,59911,,,,,,,,,,,10:00:00-07:00,13:00:00-07:00,,
1009854,59911,,,,,15:00:00-07:00,18:00:00-07:00,,,,,10:00:00-07:00,13:00:00-07:00,,
1006523,46220,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1010217,48009,,,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00
1005217,85603,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1011692,38652,,,,,,,,,,,07:30:00-06:00,22:30:00-06:00,,
1011854,93514,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1011037,58501,,,16:00:00-06:00,19:00:00-06:00,,,,,,,10:00:00-06:00,13:00:00-06:00,,
1003954,59833,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1009738,45168,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1001781,59414,,,,,,,,,,,09:00:00-07:00,15:00:00-07:00,,
1000730,57701,,,09:00:00-07:00,15:00:00-07:00,,,09:00:00-07:00,15:00:00-07:00,,,09:00:00-07:00,15:00:00-07:00,,
1003085,28711,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010440,54615,,,14:00:00-06:00,18:00:00-06:00,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1010442,54615,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1000254,24060,,,,,14:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,14:00:00-05:00,,
1003393,74631,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
1001851,73010,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
1002609,24315,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010004,14219,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
1011911,49718,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1005232,63825,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1011829,15224,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1001125,55917,,,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,
1008070,20009,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1002254,47401,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1005945,55431,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1011784,47401,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
1000208,17815,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
1002737,95136,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1005883,35121,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
1005223,64015,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1001063,30286,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1008177,40509,,,15:00:00-05:00,18:00:00-05:00,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1010000,40513,,,,,,,15:00:00-05:00,18:00:00-05:00,,,09:00:00-05:00,14:00:00-05:00,,
1004274,40214,,,17:30:00-05:00,20:30:00-05:00,,,,,,,,,,
1008789,41064,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
1001780,46714,,,,,15:00:00-05:00,18:00:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,
1006643,21230,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1004074,16827,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1000279,33432,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1010486,83702,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1005231,63764,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1010517,34134,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1004185,34135,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,
1001840,83805,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
1011796,65203,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1003632,41005,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00
1006833,50036,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
1012632,37659,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,17:00:00-05:00,,
1012583,72927,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001907,95415,,,,,,,,,,,09:30:00-08:00,12:00:00-08:00,,
1005230,65233,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1005908,13309,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,,,
1001016,97009,,,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00
1000101,11219,,,,,,,08:00:00-05:00,15:00:00-05:00,,,,,,
1011061,53805,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012513,76665,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011174,24083,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1004298,98021,,,,,,,,,12:00:00-08:00,18:00:00-08:00,,,,
1003353,80501,,,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,
1012335,80302,,,,,,,,,,,08:00:00-07:00,14:00:00-07:00,,
1001526,59632,,,,,,,10:00:00-07:00,15:00:00-07:00,,,,,,
1001773,42141,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001772,42141,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1006980,65441,,,07:00:00-06:00,17:00:00-06:00,,,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,,,,
1004020,98233,,,,,,,13:00:00-08:00,18:00:00-08:00,,,,,,
1006524,20715,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
1008423,22427,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1006911,63334,,,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,
1000066,10004,,,08:00:00-05:00,17:00:00-05:00,,,08:00:00-05:00,17:00:00-05:00,,,,,,
1008806,42101,,,,,,,,,,,,,,
1008808,40422,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1002171,49712,,,,,08:00:00-05:00,12:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
1006498,59715,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1012320,34205,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1008629,42240,,,06:00:00-06:00,13:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,
1000023,28078,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,09:00:00-05:00,16:00:00-05:00,,
1010748,37411,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
1003062,20148,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1008830,24715,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,
1008401,14418,,,,,,,16:00:00-05:00,18:30:00-05:00,,,,,,
1003465,23112,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
1006926,65616,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1003293,98337,,,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,
1003294,98337,,,,,,,,,,,,,10:30:00-08:00,14:30:00-08:00
1008611,32935,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
1005878,10509,,,,,09:00:00-05:00,14:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
1006853,64116,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
1006305,80920,10:00:00-07:00,16:00:00-07:00,,,,,,,,,,,,
1008568,65251,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1001519,26330,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1002700,69336,,,,,16:00:00-07:00,19:30:00-07:00,,,,,,,,
1011212,14605,,,11:00:00-05:00,14:00:00-05:00,,,,,,,,,,
1011242,15017,,,16:00:00-05:00,18:30:00-05:00,,,,,,,,,,
1005440,14618,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1007649,63021,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1007650,63021,,,,,,,15:00:00-06:00,19:00:00-06:00,,,08:00:00-06:00,17:00:00-06:00,,
1004480,53104,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,
1008017,20136,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1010604,76107,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1005301,19148,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1005321,19103,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,
1005505,46220,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1006306,80906,09:00:00-07:00,14:00:00-07:00,,,,,,,,,,,,
1010385,98402,,,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,
1008896,22815,,,,,16:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
1001333,68822,,,,,,,,,,,,,,
1006039,49007,,,,,,,,,10:30:00-05:00,14:00:00-05:00,,,,
1000095,10452,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,,,
1012744,10708,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1005367,26037,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
1000787,26070,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1001097,53005,,,,,,,,,,,07:30:00-06:00,12:00:00-06:00,,
1003988,60513,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1006915,64628,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1002166,39601,,,15:00:00-06:00,18:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,,,
1012726,30319,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1005482,57006,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
1005671,97415,,,,,,,,,,,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00
1012257,20018,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1000100,11201,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,
1006584,95219,,,,,,,04:00:00-08:00,19:00:00-08:00,,,,,,
1002427,64113,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1001086,47012,,,,,,,,,15:30:00-05:00,19:00:00-05:00,,,,
1005909,30041,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
1012171,13905,,,16:00:00-05:00,19:00:00-05:00,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1002708,80020,,,16:00:00-07:00,19:00:00-07:00,,,,,,,,,,
1001751,56316,,,,,,,16:30:00-06:00,18:00:00-06:00,,,,,,
1005744,62353,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1009737,45121,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1009736,45154,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1012328,53223,,,,,09:00:00-06:00,18:00:00-06:00,,,,,,,,
1009820,46112,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1009721,48183,,,12:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1001326,95919,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1001910,97327,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
1006168,78520,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1008924,11212,,,,,,,,,,,09:30:00-05:00,15:30:00-05:00,,
1008922,11212,,,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,
1006476,54819,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
1006260,12180,,,17:00:00-05:00,20:00:00-05:00,,,,,,,,,,
1007369,80723,,,,,,,,,,,08:00:00-07:00,10:00:00-07:00,,
1012625,78574,,,,,,,,,,,12:00:00-06:00,14:00:00-06:00,,
1008485,19096,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1011923,32832,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1011832,85326,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1001707,26201,08:00:00-05:00,14:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,08:00:00-05:00,14:00:00-05:00,,
1006993,65622,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1002305,82834,,,,,16:00:00-07:00,18:30:00-07:00,,,,,,,,
1010621,32110,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1000843,91502,,,,,,,,,,,08:00:00-08:00,12:30:00-08:00,,
1001541,98166,,,,,,,11:00:00-08:00,18:00:00-08:00,,,,,,
1009873,57523,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1000503,28690,,,,,08:00:00-05:00,12:00:00-05:00,,,14:00:00-05:00,17:00:00-05:00,,,,
1012598,22015,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011402,27216,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1005892,66839,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1004249,78757,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1008964,54840,,,,,,,15:00:00-06:00,17:00:00-06:00,,,,,,
1012716,54840,,,,,,,,,,,14:00:00-06:00,16:00:00-06:00,,
1008967,54840,12:00:00-06:00,14:00:00-06:00,,,,,,,,,,,,
1008969,54872,,,,,,,,,,,13:00:00-06:00,15:00:00-06:00,,
1006194,96013,,,,,15:00:00-08:00,18:00:00-08:00,,,,,,,,
1012559,12027,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1004727,11233,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,,,
1008987,11206,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
1005591,11237,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00,,
1004730,11237,,,,,,,12:00:00-05:00,17:00:00-05:00,,,,,,
1002567,36033,,,06:30:00-06:00,13:00:00-06:00,,,06:30:00-06:00,13:00:00-06:00,,,06:30:00-06:00,13:00:00-06:00,,
1005485,53007,11:00:00-06:00,15:00:00-06:00,,,,,,,,,,,,
1001362,59701,,,,,,,,,,,08:30:00-07:00,13:00:00-07:00,,
1010322,28146,,,,,08:00:00-05:00,19:00:00-05:00,,,,,,,,
1010321,28159,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1008380,23220,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1002617,49315,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1007741,65803,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1010702,65689,,,,,11:00:00-06:00,16:00:00-06:00,,,,,,,,
1009640,84321,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1004248,49601,,,08:00:00-05:00,16:30:00-05:00,,,,,08:00:00-05:00,16:30:00-05:00,,,,
1004299,42211,,,,,07:00:00-06:00,12:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
1005821,83605,,,,,15:00:00-07:00,19:00:00-07:00,,,,,,,,
1002174,35040,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
1010783,92231,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
1002788,36202,,,,,07:00:00-06:00,12:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
1003689,25268,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
1007348,94304,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1009017,94515,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1008263,32404,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
1002666,12723,,,,,,,,,,,,,11:00:00-05:00,14:00:00-05:00
1002669,12723,,,,,,,,,,,,,11:00:00-05:00,14:00:00-05:00
1004192,20610,,,,,,,,,,,07:00:00-05:00,12:00:00-05:00,,
1004193,20678,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1004194,20688,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
1010782,98282,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,,,
1008275,93010,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
1010081,98607,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
1001631,53923,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1007349,95124,,,,,04:00:00-08:00,20:00:00-08:00,,,,,,,,
1000398,12816,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1001638,83610,,,,,,,,,,,21:00:00-07:00,23:00:00-07:00,,
1002969,21613,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
1010107,53523,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
1004233,21801,,,14:30:00-05:00,18:00:00-05:00,,,,,,,,,,
1000122,55412,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
1002674,70458,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1005275,54602,,,,,,,,,16:00:00-06:00,20:00:00-06:00,08:00:00-06:00,13:00:00-06:00,,
1003776,95682,,,,,08:00:00-08:00,12:00:00-08:00,,,,,,,,
1009861,28542,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
1009653,41071,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1006428,41001,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
1006429,41076,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1007356,95008,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1001909,13317,,,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00
1012183,43055,,,16:00:00-05:00,19:00:00-05:00,,,,,04:00:00-05:00,19:00:00-05:00,,,,
1001214,43110,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1002058,14424,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
1002837,14424,,,13:30:00-05:00,17:00:00-05:00,,,,,,,,,,
1006790,97013,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1007034,58324,,,,,,,17:00:00-06:00,18:30:00-06:00,,,,,,
1003627,71457,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1011690,58335,,,,,,,,,,,09:00:00-06:00,15:00:00-06:00,,
1012548,97110,,,13:00:00-08:00,17:00:00-08:00,,,,,,,,,,
1008796,62918,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,
1012038,91303,,,,,,,,,,,09:00:00-08:00,13:30:00-08:00,,
1009644,81212,,,08:00:00-07:00,13:00:00-07:00,,,,,,,,,,
1009037,48360,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
1004649,48187,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1001397,30114,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1009677,28716,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1005102,44702,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1005101,44702,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1010438,97417,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,,,
1003570,33904,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1006963,63701,,,,,,,12:00:00-06:00,17:00:00-06:00,,,,,,
1005285,63701,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1004444,57501,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1011930,19904,,,,,11:30:00-05:00,15:30:00-05:00,,,,,,,,
1003356,83702,,,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,
1010194,12206,,,,,,,11:00:00-05:00,13:30:00-05:00,,,,,,
1010433,20004,,,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,
1008481,65102,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1004165,98122,,,,,,,,,,,,,11:00:00-08:00,15:00:00-08:00
1011746,66612,,,,,07:30:00-06:00,12:00:00-06:00,,,,,,,,
1004700,53718,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
1006857,62901,,,,,,,,,18:00:00-06:00,21:00:00-06:00,,,,
1003292,81623,,,,,10:00:00-07:00,15:00:00-07:00,,,,,,,,
1005004,18407,,,11:00:00-05:00,18:00:00-05:00,,,11:00:00-05:00,18:00:00-05:00,,,,,,
1011167,62901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012654,85377,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,,,
1012670,50047,,,,,,,,,,,08:30:00-06:00,11:30:00-06:00,,
1002693,62231,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1007367,46032,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1008450,93923,,,09:00:00-08:00,13:00:00-08:00,,,,,,,,,,
1006651,98014,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,
1009038,48723,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1010092,28428,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1012028,29579,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,
1010106,14817,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1006968,63111,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1011610,19808,,,,,,,,,14:00:00-05:00,19:00:00-05:00,,,,
1011740,27510,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1004738,21157,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1006021,11231,,,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00
1008322,64633,,,,,,,,,07:30:00-06:00,12:00:00-06:00,,,,
1000808,62016,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,,,
1004415,89701,,,,,,,,,,,08:30:00-08:00,13:00:00-08:00,,
1002722,62321,14:30:00-06:00,17:30:00-06:00,,,,,,,,,,,,
1007651,64836,,,,,,,17:30:00-06:00,19:30:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,
1012173,27511,,,,,,,,,,,08:00:00-05:00,12:30:00-05:00,,
1009997,60013,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
1011489,14450,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1003063,20165,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1008997,44106,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,
1007668,64720,,,,,15:00:00-06:00,18:00:00-06:00,,,,,07:30:00-06:00,12:00:00-06:00,,
1011711,78213,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1003143,80104,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1011460,94114,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
1007358,94546,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
1012399,27344,,,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,
1008276,28602,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,
1012444,28658,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1011496,24070,,,,,,,15:30:00-05:00,19:00:00-05:00,,,,,,
1011215,14615,,,,,14:30:00-05:00,18:00:00-05:00,,,,,,,,
